symbol,orderId,orderListId,clientOrderId,transactTime,price,origQty,executedQty,cummulativeQuoteQty,status,timeInForce,type,side
BTCUSDT,4352487775,-1,cGL66ZULPNEiH5fHv8DyZm,1610821932794,0.00000000,0.00027000,0.00027000,9.99626940,FILLED,GTC,MARKET,SELL
BTCUSDT,4352487775,-1,cGL66ZULPNEiH5fHv8DyZm,1610821932794,0.00000000,0.00027000,0.00027000,9.99626940,FILLED,GTC,MARKET,SELL
BTCUSDT,4352487775,-1,cGL66ZULPNEiH5fHv8DyZm,1610821932794,0.00000000,0.00027000,0.00027000,9.99626940,FILLED,GTC,MARKET,SELL
